book_id,title,authors,original_publication_year,language_code,average_rating,ratings_count,title_norm,authors_norm,tags_text,n_ratings,item_text
9302,The Other Side of the Story,Marian Keyes,2004,unknown,3.77,32185,the other side of the story,marian keyes,to-read chick-lit currently-reading fiction chicklit books-i-own marian-keyes owned romance chic-lit,100,the other side of the story marian keyes to-read chick-lit currently-reading fiction chicklit books-i-own marian-keyes owned romance chic-lit
6952,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,en-US,3.94,263199,like water for chocolate,"laura esquivel, thomas christensen, carol christensen",fiction romance magical-realism to-read historical-fiction classics fantasy food book-club owned,100,"like water for chocolate laura esquivel, thomas christensen, carol christensen fiction romance magical-realism to-read historical-fiction classics fantasy food book-club owned"
1103,Snow Flower and the Secret Fan,Lisa See,2005,eng,4.05,280475,snow flower and the secret fan,lisa see,to-read historical-fiction fiction currently-reading favorites book-club china historical asia books-i-own,100,snow flower and the secret fan lisa see to-read historical-fiction fiction currently-reading favorites book-club china historical asia books-i-own
7186,La Dame aux Camélias,"Alexandre Dumas fils, David Coward",1848,eng,3.97,13562,la dame aux camélias,"alexandre dumas fils, david coward",to-read classics currently-reading favorites fiction romance classic french french-literature owned,100,"la dame aux camélias alexandre dumas fils, david coward to-read classics currently-reading favorites fiction romance classic french french-literature owned"
3467,"The People of Sparks (Book of Ember, #2)",Jeanne DuPrau,2004,eng,3.65,40859,"the people of sparks (book of ember, #2)",jeanne duprau,to-read currently-reading young-adult dystopian fantasy fiction dystopia science-fiction ya series,100,"the people of sparks (book of ember, #2) jeanne duprau to-read currently-reading young-adult dystopian fantasy fiction dystopia science-fiction ya series"
5306,Travels with Charley: In Search of America,John Steinbeck,1962,eng,4.07,45856,travels with charley: in search of america,john steinbeck,to-read non-fiction travel classics memoir nonfiction favorites biography classic owned,100,travels with charley: in search of america john steinbeck to-read non-fiction travel classics memoir nonfiction favorites biography classic owned
5954,Narcissus and Goldmund,"Hermann Hesse, Ursule Molinaro",1930,eng,4.19,25544,narcissus and goldmund,"hermann hesse, ursule molinaro",to-read fiction classics german literature philosophy german-literature owned novels currently-reading,100,"narcissus and goldmund hermann hesse, ursule molinaro to-read fiction classics german literature philosophy german-literature owned novels currently-reading"
6858,"Hot Six (Stephanie Plum, #6)",Janet Evanovich,2000,eng,4.18,99329,"hot six (stephanie plum, #6)",janet evanovich,to-read mystery janet-evanovich fiction humor series chick-lit stephanie-plum romance currently-reading,100,"hot six (stephanie plum, #6) janet evanovich to-read mystery janet-evanovich fiction humor series chick-lit stephanie-plum romance currently-reading"
6425,"Hard Eight (Stephanie Plum, #8)","Janet Evanovich, Lorelei King",2002,en-US,4.17,93057,"hard eight (stephanie plum, #8)","janet evanovich, lorelei king",to-read mystery janet-evanovich fiction humor series chick-lit currently-reading romance stephanie-plum,100,"hard eight (stephanie plum, #8) janet evanovich, lorelei king to-read mystery janet-evanovich fiction humor series chick-lit currently-reading romance stephanie-plum"
6667,Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",1984,eng,4.09,38240,boy: tales of childhood,"roald dahl, quentin blake",to-read currently-reading non-fiction biography childrens-books memoir autobiography default childrens nonfiction,100,"boy: tales of childhood roald dahl, quentin blake to-read currently-reading non-fiction biography childrens-books memoir autobiography default childrens nonfiction"
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,2003,en-US,4.24,66406,moneyball: the art of winning an unfair game,michael lewis,to-read currently-reading non-fiction sports nonfiction baseball sport business favorites biography,100,moneyball: the art of winning an unfair game michael lewis to-read currently-reading non-fiction sports nonfiction baseball sport business favorites biography
830,Snow Crash,Neal Stephenson,1992,eng,4.02,175883,snow crash,neal stephenson,to-read currently-reading science-fiction sci-fi fiction favorites cyberpunk scifi owned sf,100,snow crash neal stephenson to-read currently-reading science-fiction sci-fi fiction favorites cyberpunk scifi owned sf
668,We the Living,"Ayn Rand, Leonard Peikoff",1936,eng,3.89,20994,we the living,"ayn rand, leonard peikoff",to-read classics philosophy owned literature historical-fiction books-i-own ayn-rand classic russia,100,"we the living ayn rand, leonard peikoff to-read classics philosophy owned literature historical-fiction books-i-own ayn-rand classic russia"
5176,While I Was Gone,Sue Miller,1998,eng,3.67,52244,while i was gone,sue miller,to-read fiction currently-reading oprah-s-book-club books-i-own oprah book-club owned chick-lit favorites,100,while i was gone sue miller to-read fiction currently-reading oprah-s-book-club books-i-own oprah book-club owned chick-lit favorites
5182,Songs in Ordinary Time,Mary McGarry Morris,1995,eng,3.68,27034,songs in ordinary time,mary mcgarry morris,to-read fiction currently-reading oprah-s-book-club oprah books-i-own owned oprah-book-club historical-fiction oprahs-book-club,100,songs in ordinary time mary mcgarry morris to-read fiction currently-reading oprah-s-book-club oprah books-i-own owned oprah-book-club historical-fiction oprahs-book-club
3692,The Heart of the Matter,Graham Greene,1948,eng,3.98,19149,the heart of the matter,graham greene,to-read classics africa favorites literature fiction 1001-books owned novels british,100,the heart of the matter graham greene to-read classics africa favorites literature fiction 1001-books owned novels british
2122,The Fountainhead,"Ayn Rand, Leonard Peikoff",1943,eng,3.85,244545,the fountainhead,"ayn rand, leonard peikoff",to-read currently-reading fiction classics favorites philosophy owned literature classic books-i-own,100,"the fountainhead ayn rand, leonard peikoff to-read currently-reading fiction classics favorites philosophy owned literature classic books-i-own"
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,1939,eng,4.04,84489,"the big sleep (philip marlowe, #1)",raymond chandler,noir to-read favorites 1001-books classic thriller mystery-thriller mysteries crime-fiction novels,100,"the big sleep (philip marlowe, #1) raymond chandler noir to-read favorites 1001-books classic thriller mystery-thriller mysteries crime-fiction novels"
5211,A Fine Balance,Rohinton Mistry,1996,eng,4.34,99252,a fine balance,rohinton mistry,to-read fiction favorites historical-fiction book-club favourites currently-reading owned books-i-own canadian,100,a fine balance rohinton mistry to-read fiction favorites historical-fiction book-club favourites currently-reading owned books-i-own canadian
50,"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986,en-US,3.68,222553,"hatchet (brian's saga, #1)",gary paulsen,currently-reading young-adult fiction adventure favorites to-read classics ya survival childrens,100,"hatchet (brian's saga, #1) gary paulsen currently-reading young-adult fiction adventure favorites to-read classics ya survival childrens"
1624,West with the Night,Beryl Markham,1942,en-US,4.18,19738,west with the night,beryl markham,to-read currently-reading non-fiction memoir biography africa nonfiction favorites travel book-club,100,west with the night beryl markham to-read currently-reading non-fiction memoir biography africa nonfiction favorites travel book-club
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,1984,eng,3.83,40415,heretics of dune (dune chronicles #5),frank herbert,to-read science-fiction sci-fi fiction currently-reading dune scifi owned fantasy sf,100,heretics of dune (dune chronicles #5) frank herbert to-read science-fiction sci-fi fiction currently-reading dune scifi owned fantasy sf
295,Treasure Island,Robert Louis Stevenson,1882,eng,3.82,268012,treasure island,robert louis stevenson,to-read currently-reading classics fiction adventure classic favorites owned books-i-own young-adult,100,treasure island robert louis stevenson to-read currently-reading classics fiction adventure classic favorites owned books-i-own young-adult
5015,Saturday,Ian McEwan,2005,en-US,3.61,45567,saturday,ian mcewan,to-read fiction 1001-books contemporary contemporary-fiction currently-reading 1001 british book-club literature,100,saturday ian mcewan to-read fiction 1001-books contemporary contemporary-fiction currently-reading 1001 british book-club literature
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,1980,en-US,4.13,34136,way of the peaceful warrior: a book that changes lives,dan millman,to-read currently-reading favorites spirituality fiction spiritual philosophy self-help non-fiction inspirational,100,way of the peaceful warrior: a book that changes lives dan millman to-read currently-reading favorites spirituality fiction spiritual philosophy self-help non-fiction inspirational
4948,The Very Hungry Caterpillar Board Book,Eric Carle,1969,eng,4.29,296952,the very hungry caterpillar board book,eric carle,to-read childrens picture-books children-s-books currently-reading children children-s kids childrens-books childhood,100,the very hungry caterpillar board book eric carle to-read childrens picture-books children-s-books currently-reading children children-s kids childrens-books childhood
4954,You Shall Know Our Velocity!,Dave Eggers,2002,eng,3.62,23985,you shall know our velocity!,dave eggers,to-read fiction currently-reading favorites owned books-i-own novels contemporary travel contemporary-fiction,100,you shall know our velocity! dave eggers to-read fiction currently-reading favorites owned books-i-own novels contemporary travel contemporary-fiction
2493,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,eng,3.87,276076,the time machine,"h.g. wells, greg bear, carlo pagetti",to-read currently-reading classics science-fiction sci-fi fiction classic favorites time-travel fantasy,100,"the time machine h.g. wells, greg bear, carlo pagetti to-read currently-reading classics science-fiction sci-fi fiction classic favorites time-travel fantasy"
6656,The Divine Comedy,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1400,eng,4.06,74130,the divine comedy,"dante alighieri, allen mandelbaum, eugenio montale",currently-reading classics poetry fiction favorites classic owned literature books-i-own religion,100,"the divine comedy dante alighieri, allen mandelbaum, eugenio montale currently-reading classics poetry fiction favorites classic owned literature books-i-own religion"
3869,A Brief History of Time,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,eng,4.12,165628,a brief history of time,"stephen hawking, cao chi, phạm văn thiều",currently-reading to-read science non-fiction nonfiction physics favorites owned history books-i-own,100,"a brief history of time stephen hawking, cao chi, phạm văn thiều currently-reading to-read science non-fiction nonfiction physics favorites owned history books-i-own"
4900,Heart of Darkness,Joseph Conrad,1899,eng,3.42,255576,heart of darkness,joseph conrad,to-read currently-reading classics fiction favorites classic literature africa owned school,100,heart of darkness joseph conrad to-read currently-reading classics fiction favorites classic literature africa owned school
1848,Wild Swans: Three Daughters of China,Jung Chang,1991,en-US,4.23,60193,wild swans: three daughters of china,jung chang,to-read currently-reading biography favorites non-fiction nonfiction history china asia fiction,100,wild swans: three daughters of china jung chang to-read currently-reading biography favorites non-fiction nonfiction history china asia fiction
3562,"Emily of New Moon (Emily, #1)",L.M. Montgomery,1923,eng,4.09,33317,"emily of new moon (emily, #1)",l.m. montgomery,to-read classics young-adult favorites fiction currently-reading childrens historical-fiction ya children,100,"emily of new moon (emily, #1) l.m. montgomery to-read classics young-adult favorites fiction currently-reading childrens historical-fiction ya children"
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,1997,unknown,4.12,97016,the four agreements: a practical guide to personal freedom,miguel ruiz,to-read currently-reading non-fiction self-help spiritual philosophy nonfiction inspirational books-i-own self-improvement,100,the four agreements: a practical guide to personal freedom miguel ruiz to-read currently-reading non-fiction self-help spiritual philosophy nonfiction inspirational books-i-own self-improvement
3690,The Power and the Glory,"Graham Greene, John Updike",1940,eng,3.99,21315,the power and the glory,"graham greene, john updike",to-read fiction classics favorites literature historical-fiction owned 1001-books religion novels,100,"the power and the glory graham greene, john updike to-read fiction classics favorites literature historical-fiction owned 1001-books religion novels"
5203,She's Come Undone,Wally Lamb,1992,en-US,3.84,259576,she's come undone,wally lamb,to-read fiction favorites books-i-own currently-reading contemporary book-club contemporary-fiction chick-lit owned,100,she's come undone wally lamb to-read fiction favorites books-i-own currently-reading contemporary book-club contemporary-fiction chick-lit owned
5517,A Raisin in the Sun,Lorraine Hansberry,1959,unknown,3.72,44237,a raisin in the sun,lorraine hansberry,to-read plays classics fiction currently-reading drama school favorites play classic,100,a raisin in the sun lorraine hansberry to-read plays classics fiction currently-reading drama school favorites play classic
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,eng,4.15,134537,from the mixed-up files of mrs. basil e. frankweiler,e.l. konigsburg,to-read favorites fiction childrens young-adult children currently-reading children-s mystery children-s-books,100,from the mixed-up files of mrs. basil e. frankweiler e.l. konigsburg to-read favorites fiction childrens young-adult children currently-reading children-s mystery children-s-books
6538,Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,2002,eng,3.44,28506,portrait of a killer: jack the ripper - case closed,patricia cornwell,to-read non-fiction true-crime currently-reading history crime nonfiction mystery patricia-cornwell default,100,portrait of a killer: jack the ripper - case closed patricia cornwell to-read non-fiction true-crime currently-reading history crime nonfiction mystery patricia-cornwell default
4271,About a Boy,Nick Hornby,1998,en-US,3.79,101999,about a boy,nick hornby,to-read fiction favorites currently-reading contemporary books-i-own humor owned contemporary-fiction british,100,about a boy nick hornby to-read fiction favorites currently-reading contemporary books-i-own humor owned contemporary-fiction british
3412,The Thorn Birds,Colleen McCullough,1977,eng,4.22,255651,the thorn birds,colleen mccullough,to-read currently-reading historical-romance favorites fiction historical-fiction favourites adult romance epic,100,the thorn birds colleen mccullough to-read currently-reading historical-romance favorites fiction historical-fiction favourites adult romance epic
6697,Little Altars Everywhere,Rebecca Wells,1992,unknown,3.55,25045,little altars everywhere,rebecca wells,to-read fiction chick-lit books-i-own favorites southern owned series general-fiction chicklit,100,little altars everywhere rebecca wells to-read fiction chick-lit books-i-own favorites southern owned series general-fiction chicklit
4701,A Spot of Bother,Mark Haddon,2006,eng,3.46,23676,a spot of bother,mark haddon,fiction currently-reading to-read owned books-i-own favorites humor contemporary contemporary-fiction book-club,100,a spot of bother mark haddon fiction currently-reading to-read owned books-i-own favorites humor contemporary contemporary-fiction book-club
6539,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,1994,eng,4.04,51115,"the body farm (kay scarpetta, #5)",patricia cornwell,to-read mystery crime fiction thriller currently-reading series default mystery-thriller mysteries,100,"the body farm (kay scarpetta, #5) patricia cornwell to-read mystery crime fiction thriller currently-reading series default mystery-thriller mysteries"
7769,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),Dr. Seuss,1963,eng,4.07,27116,dr. seuss's abc: an amazing alphabet book! (bright and early board books),dr. seuss,to-read childrens children-s-books picture-books children kids dr-seuss children-s childrens-books currently-reading,100,dr. seuss's abc: an amazing alphabet book! (bright and early board books) dr. seuss to-read childrens children-s-books picture-books children kids dr-seuss children-s childrens-books currently-reading
5527,All the King's Men,Robert Penn Warren,1946,eng,4.08,42821,all the king's men,robert penn warren,to-read currently-reading fiction classics favorites historical-fiction politics pulitzer literature classic,100,all the king's men robert penn warren to-read currently-reading fiction classics favorites historical-fiction politics pulitzer literature classic
4600,"Moo, Baa, La La La!",Sandra Boynton,1982,eng,4.19,26065,"moo, baa, la la la!",sandra boynton,to-read picture-books children children-s kids-books childrens-books children-s-books picture-book animals board-book,100,"moo, baa, la la la! sandra boynton to-read picture-books children children-s kids-books childrens-books children-s-books picture-book animals board-book"
2094,A Briefer History of Time,"Stephen Hawking, Leonard Mlodinow",2005,eng,4.19,19838,a briefer history of time,"stephen hawking, leonard mlodinow",to-read non-fiction currently-reading nonfiction science favorites history owned astronomy cosmology,100,"a briefer history of time stephen hawking, leonard mlodinow to-read non-fiction currently-reading nonfiction science favorites history owned astronomy cosmology"
5787,The Aleph and Other Stories ,"Jorge Luis Borges, Andrew Hurley",1947,eng,4.39,16590,the aleph and other stories,"jorge luis borges, andrew hurley",to-read currently-reading short-stories fiction favorites classics fantasy argentina literature magical-realism,100,"the aleph and other stories jorge luis borges, andrew hurley to-read currently-reading short-stories fiction favorites classics fantasy argentina literature magical-realism"
5826,Bel Canto,Ann Patchett,2001,eng,3.92,192330,bel canto,ann patchett,to-read fiction currently-reading favorites book-club contemporary contemporary-fiction bookclub literary-fiction books-i-own,100,bel canto ann patchett to-read fiction currently-reading favorites book-club contemporary contemporary-fiction bookclub literary-fiction books-i-own
6138,The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun",1868,eng,3.9,50322,the moonstone,"wilkie collins, carolyn g. heilbrun",to-read classics mystery fiction classic favorites currently-reading owned books-i-own kindle,100,"the moonstone wilkie collins, carolyn g. heilbrun to-read classics mystery fiction classic favorites currently-reading owned books-i-own kindle"
7784,The Lorax,Dr. Seuss,1971,eng,4.35,226564,the lorax,dr. seuss,favorites children children-s to-read classics childrens-books childhood kids-books dr-seuss picture-book,100,the lorax dr. seuss favorites children children-s to-read classics childrens-books childhood kids-books dr-seuss picture-book
5354,The Brethren,John Grisham,2000,unknown,3.71,69351,the brethren,john grisham,to-read fiction john-grisham currently-reading thriller mystery grisham default owned legal-thriller,100,the brethren john grisham to-read fiction john-grisham currently-reading thriller mystery grisham default owned legal-thriller
7983,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",1992,en-US,4.05,23723,"salamandastron (redwall, #5)","brian jacques, gary chalk",fantasy to-read fiction young-adult redwall childrens childhood owned favorites animals,100,"salamandastron (redwall, #5) brian jacques, gary chalk fantasy to-read fiction young-adult redwall childrens childhood owned favorites animals"
4473,A Prayer for Owen Meany,John Irving,1989,eng,4.22,226964,a prayer for owen meany,john irving,to-read fiction favorites currently-reading classics book-club literature owned books-i-own contemporary,100,a prayer for owen meany john irving to-read fiction favorites currently-reading classics book-club literature owned books-i-own contemporary
5096,"Wizard and Glass (The Dark Tower, #4)","Stephen King, Dave McKean",1997,eng,4.24,105026,"wizard and glass (the dark tower, #4)","stephen king, dave mckean",to-read currently-reading fantasy stephen-king fiction favorites horror owned science-fiction king,100,"wizard and glass (the dark tower, #4) stephen king, dave mckean to-read currently-reading fantasy stephen-king fiction favorites horror owned science-fiction king"
1625,Twelfth Night,William Shakespeare,1601,eng,3.97,119607,twelfth night,william shakespeare,to-read classics plays currently-reading shakespeare favorites drama fiction classic play,100,twelfth night william shakespeare to-read classics plays currently-reading shakespeare favorites drama fiction classic play
264,The Portrait of a Lady,"Henry James, Patricia Crick",1881,eng,3.76,55019,the portrait of a lady,"henry james, patricia crick",classics fiction favorites classic owned books-i-own literature 19th-century 1001-books american,100,"the portrait of a lady henry james, patricia crick classics fiction favorites classic owned books-i-own literature 19th-century 1001-books american"
5479,Brave New World / Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",1932,eng,4.16,108124,brave new world / brave new world revisited,"aldous huxley, christopher hitchens",to-read currently-reading classics fiction favorites science-fiction sci-fi dystopia dystopian classic,100,"brave new world / brave new world revisited aldous huxley, christopher hitchens to-read currently-reading classics fiction favorites science-fiction sci-fi dystopia dystopian classic"
4538,The View from Saturday,E.L. Konigsburg,1996,unknown,3.74,36803,the view from saturday,e.l. konigsburg,to-read young-adult fiction newbery favorites childrens realistic-fiction ya children-s middle-grade,100,the view from saturday e.l. konigsburg to-read young-adult fiction newbery favorites childrens realistic-fiction ya children-s middle-grade
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,1956,eng,3.96,24213,the doors of perception & heaven and hell,aldous huxley,to-read currently-reading philosophy non-fiction psychology favorites nonfiction essays classics owned,100,the doors of perception & heaven and hell aldous huxley to-read currently-reading philosophy non-fiction psychology favorites nonfiction essays classics owned
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons,1996,eng,4.14,30664,"endymion (hyperion cantos, #3)",dan simmons,to-read science-fiction sci-fi currently-reading fiction scifi favorites owned space-opera sf,100,"endymion (hyperion cantos, #3) dan simmons to-read science-fiction sci-fi currently-reading fiction scifi favorites owned space-opera sf"
4035,The Burden of Proof,Scott Turow,1990,eng,4.05,29103,the burden of proof,scott turow,to-read fiction mystery currently-reading legal-thriller thriller scott-turow crime default legal,100,the burden of proof scott turow to-read fiction mystery currently-reading legal-thriller thriller scott-turow crime default legal
1427,The Zahir,"Paulo Coelho, Margaret Jull Costa",2005,eng,3.56,50921,the zahir,"paulo coelho, margaret jull costa",to-read currently-reading favorites fiction philosophy novels novel owned-books spirituality romance,100,"the zahir paulo coelho, margaret jull costa to-read currently-reading favorites fiction philosophy novels novel owned-books spirituality romance"
902,The Westing Game,Ellen Raskin,1978,eng,4.03,117108,the westing game,ellen raskin,to-read mystery favorites currently-reading young-adult fiction ya childrens classics middle-grade,100,the westing game ellen raskin to-read mystery favorites currently-reading young-adult fiction ya childrens classics middle-grade
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,"Miep Gies, Alison Leslie Gold",1987,eng,4.26,50412,anne frank remembered: the story of the woman who helped to hide the frank family,"miep gies, alison leslie gold",to-read memoir classics non-fiction wwii historical history nonfiction currently-reading ww2,100,"anne frank remembered: the story of the woman who helped to hide the frank family miep gies, alison leslie gold to-read memoir classics non-fiction wwii historical history nonfiction currently-reading ww2"
13,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,1996,eng,4.37,222842,the ultimate hitchhiker's guide to the galaxy,douglas adams,to-read currently-reading favorites science-fiction sci-fi fiction humor fantasy owned classics,100,the ultimate hitchhiker's guide to the galaxy douglas adams to-read currently-reading favorites science-fiction sci-fi fiction humor fantasy owned classics
6192,Disgrace,J.M. Coetzee,1999,eng,3.83,50422,disgrace,j.m. coetzee,to-read fiction currently-reading favorites africa south-africa owned literature novels booker-prize,100,disgrace j.m. coetzee to-read fiction currently-reading favorites africa south-africa owned literature novels booker-prize
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,1986,eng,4.3,123945,"howl's moving castle (howl's moving castle, #1)",diana wynne jones,to-read fantasy fiction currently-reading series middle-grade classics favorites sci-fi-fantasy ya-fantasy,100,"howl's moving castle (howl's moving castle, #1) diana wynne jones to-read fantasy fiction currently-reading series middle-grade classics favorites sci-fi-fantasy ya-fantasy"
343,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",1985,eng,4.0,178135,perfume: the story of a murderer,"patrick süskind, john e. woods",to-read currently-reading favorites fiction historical-fiction classics horror owned mystery crime,100,"perfume: the story of a murderer patrick süskind, john e. woods to-read currently-reading favorites fiction historical-fiction classics horror owned mystery crime"
1371,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",1400,eng,3.83,241088,the iliad,"homer, robert fagles, frédéric mugler, bernard knox",to-read classics currently-reading poetry fiction favorites classic mythology owned literature,100,"the iliad homer, robert fagles, frédéric mugler, bernard knox to-read classics currently-reading poetry fiction favorites classic mythology owned literature"
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2001,eng,3.73,179347,fast food nation: the dark side of the all-american meal,eric schlosser,to-read non-fiction nonfiction currently-reading food health favorites sociology politics books-i-own,100,fast food nation: the dark side of the all-american meal eric schlosser to-read non-fiction nonfiction currently-reading food health favorites sociology politics books-i-own
2159,Confessions of an Economic Hit Man,John Perkins,2004,en-US,3.83,19726,confessions of an economic hit man,john perkins,to-read non-fiction economics politics currently-reading history nonfiction favorites biography business,100,confessions of an economic hit man john perkins to-read non-fiction economics politics currently-reading history nonfiction favorites biography business
4138,Naked,David Sedaris,1997,en-US,4.08,201337,naked,david sedaris,to-read humor currently-reading non-fiction memoir favorites nonfiction essays memoirs short-stories,100,naked david sedaris to-read humor currently-reading non-fiction memoir favorites nonfiction essays memoirs short-stories
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,1999,en-US,4.06,32626,"the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory",brian greene,science to-read physics nonfiction favorites owned astronomy currently-reading popular-science cosmology,100,"the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory brian greene science to-read physics nonfiction favorites owned astronomy currently-reading popular-science cosmology"
3698,The Quiet American,"Graham Greene, Robert  Stone",1955,eng,3.96,30395,the quiet american,"graham greene, robert stone",fiction classics currently-reading favorites historical-fiction war vietnam literature 1001-books owned,100,"the quiet american graham greene, robert stone fiction classics currently-reading favorites historical-fiction war vietnam literature 1001-books owned"
5167,Cane River,Lalita Tademy,2001,en-US,4.04,38013,cane river,lalita tademy,to-read historical-fiction fiction currently-reading favorites book-club oprah-s-book-club books-i-own historical oprah,100,cane river lalita tademy to-read historical-fiction fiction currently-reading favorites book-club oprah-s-book-club books-i-own historical oprah
4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002,eng,4.35,27519,kurt vonnegut's cat's cradle (modern critical interpretations),"harold bloom, terry southern, david h. goldsmith, james lundquist, lawrence r. broer, peter j. reed, loree rackstraw, william s. doxey, jerome klinkowitz, richard giannone, john l. simons, leonard mustazza, zoltan ab di-nagy, peter freese, wendy b. faris",to-read fiction currently-reading favorites classics science-fiction sci-fi vonnegut literature novels,100,"kurt vonnegut's cat's cradle (modern critical interpretations) harold bloom, terry southern, david h. goldsmith, james lundquist, lawrence r. broer, peter j. reed, loree rackstraw, william s. doxey, jerome klinkowitz, richard giannone, john l. simons, leonard mustazza, zoltan ab di-nagy, peter freese, wendy b. faris to-read fiction currently-reading favorites classics science-fiction sci-fi vonnegut literature novels"
6174,Survival in Auschwitz,"Primo Levi, Stuart J. Woolf, Philip Roth",1947,eng,4.28,25625,survival in auschwitz,"primo levi, stuart j. woolf, philip roth",to-read jewish biographies college currently-reading library non-fiction holocaust-literature memoir-biography adult,100,"survival in auschwitz primo levi, stuart j. woolf, philip roth to-read jewish biographies college currently-reading library non-fiction holocaust-literature memoir-biography adult"
7745,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971,eng,4.08,232489,fear and loathing in las vegas,"hunter s. thompson, ralph steadman",to-read currently-reading favorites fiction non-fiction classics humor owned nonfiction books-i-own,100,"fear and loathing in las vegas hunter s. thompson, ralph steadman to-read currently-reading favorites fiction non-fiction classics humor owned nonfiction books-i-own"
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,2006,eng,4.17,133271,the omnivore's dilemma: a natural history of four meals,michael pollan,to-read currently-reading non-fiction food nonfiction favorites science health history nutrition,100,the omnivore's dilemma: a natural history of four meals michael pollan to-read currently-reading non-fiction food nonfiction favorites science health history nutrition
3586,"The Complete Sherlock Holmes, Vol 2","Arthur Conan Doyle, Kyle Freeman",1914,unknown,4.46,66857,"the complete sherlock holmes, vol 2","arthur conan doyle, kyle freeman",to-read classics currently-reading mystery fiction favorites owned books-i-own classic short-stories,100,"the complete sherlock holmes, vol 2 arthur conan doyle, kyle freeman to-read classics currently-reading mystery fiction favorites owned books-i-own classic short-stories"
431,The New York Trilogy,"Paul Auster, Art Spiegelman",1987,eng,3.92,34730,the new york trilogy,"paul auster, art spiegelman",to-read fiction favorites mystery currently-reading owned 1001-books american literature contemporary,100,"the new york trilogy paul auster, art spiegelman to-read fiction favorites mystery currently-reading owned 1001-books american literature contemporary"
4796,The Winter of Our Discontent,"John Steinbeck, Susan Shillinglaw",1961,eng,3.99,28050,the winter of our discontent,"john steinbeck, susan shillinglaw",classics fiction to-read favorites classic literature books-i-own steinbeck american novels,100,"the winter of our discontent john steinbeck, susan shillinglaw classics fiction to-read favorites classic literature books-i-own steinbeck american novels"
5114,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,1955,eng,4.11,36751,"raise high the roof beam, carpenters & seymour: an introduction",j.d. salinger,to-read fiction classics short-stories owned literature books-i-own american currently-reading favorites,100,"raise high the roof beam, carpenters & seymour: an introduction j.d. salinger to-read fiction classics short-stories owned literature books-i-own american currently-reading favorites"
7455,Sex and the City,Candace Bushnell,1996,unknown,3.37,39710,sex and the city,candace bushnell,to-read chick-lit fiction currently-reading books-i-own romance owned contemporary chicklit favorites,100,sex and the city candace bushnell to-read chick-lit fiction currently-reading books-i-own romance owned contemporary chicklit favorites
3049,Sir Gawain and the Green Knight ,"Unknown, Burton Raffel, Neil D. Isaacs",1400,unknown,3.68,36477,sir gawain and the green knight,"unknown, burton raffel, neil d. isaacs",to-read classics poetry fantasy fiction medieval favorites classic arthurian school,100,"sir gawain and the green knight unknown, burton raffel, neil d. isaacs to-read classics poetry fantasy fiction medieval favorites classic arthurian school"
